name,url,price_text,review_score_text,recommended_unit_text
Ros Solis Luxure House,https://www.booking.com/hotel/gr/ros-solis-luxure-house.en-gb.html,€ 233,Scored 9.8 9.8 Exceptional 36 reviews,"Three-Bedroom House Entire holiday home • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 108 m² 5 beds (2 singles, 1 double, 1 sofa bed, 1 large double) Free cancellation"
MARIHELEN APARTEMENTS,https://www.booking.com/hotel/gr/marihelen-apartements.en-gb.html,€ 83,Scored 9.3 9.3 Superb 31 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 bathroom 2 beds (1 extra-large double, 1 sofa bed)"
Eftichia Apartment Nea Chora,https://www.booking.com/hotel/gr/eftichia-house.en-gb.html,€ 149,Scored 8.7 8.7 Fabulous 47 reviews,"Three-Bedroom Premium Apartment with Balcony Entire apartment • 3 bedrooms • 1 bathroom • 1 kitchen • 100 m² 4 beds (2 singles, 2 doubles)"
The Garden of Zephyrus - Halepa,https://www.booking.com/hotel/gr/the-garden-of-zephyrus-halepa.en-gb.html,€ 122,Scored 9.0 9.0 Superb 8 reviews,"Deluxe Double Studio Entire studio • 1 bathroom • 1 kitchen • 38 m² 2 beds (1 single, 1 large double) Only 1 left at this price on our site"
Anna's Apartment,https://www.booking.com/hotel/gr/annas-apartment-khania.en-gb.html,€ 128,Scored 9.3 9.3 Superb 34 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65 m² 2 beds (1 double, 1 sofa bed)"
Apartment Arancione,https://www.booking.com/hotel/gr/appartment-aranchione.en-gb.html,€ 103,Scored 9.4 9.4 Superb 64 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65 m² 2 beds (1 double, 1 sofa bed) Free cancellation"
Mossa City Apartments - 2 km from Old Town - Private parking,https://www.booking.com/hotel/gr/mossa-cozy-apartments.en-gb.html,€ 92,Scored 9.8 9.8 Exceptional 44 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 48 m² 2 beds (1 double, 1 sofa bed) Only 4 left at this price on our site"
"Cozy rooms at the old Venetian Harbor, Chania Town",https://www.booking.com/hotel/gr/cozy-rooms-at-the-old-venetian-harbor-chania-town.en-gb.html,€ 74,Scored 8.7 8.7 Fabulous 9 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 50 m² 3 beds (2 singles, 1 sofa bed)"
Samonas - 5 maisonettes with breathtaking views,https://www.booking.com/hotel/gr/samonas-5-maisonettes-with-breathtaking-views.en-gb.html,€ 803,,"Five-Bedroom House Entire holiday home • 5 bedrooms • 5 living rooms • 5 bathrooms • 1 kitchen • 420 m² 15 beds (10 sofa beds, 5 large doubles) Free cancellation No prepayment needed – pay at the property Only 1 left at this price on our site"
Amare suite,https://www.booking.com/hotel/gr/amare-suite.en-gb.html,€ 128,Scored 9.7 9.7 Exceptional 70 reviews,"One-Bedroom House Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60 m² 2 beds (1 extra-large double, 1 sofa bed)"
Kisamos Nice Apartment 3,https://www.booking.com/hotel/gr/kisamos-nice-apartement-3.en-gb.html,€ 84,Scored 9.8 9.8 Exceptional 19 reviews,"Three-Bedroom Apartment Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 110 m² 4 beds (1 single, 1 double, 1 sofa bed, 1 large double) Free cancellation"
Villa Pavlos,https://www.booking.com/hotel/gr/villa-pavlos-khania.en-gb.html,€ 92,Scored 7.8 7.8 Good 6 reviews,"Two-Bedroom House Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 90 m² 3 beds (2 doubles, 1 sofa bed)"
Villa Fortuna with Private Pool,https://www.booking.com/hotel/gr/villa-fortuna.en-gb.html,€ 290,Scored 9.7 9.7 Exceptional 12 reviews,"Three-Bedroom Villa Entire villa • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 106 m² 4 beds (1 bunk bed, 1 sofa bed, 2 large doubles) Free cancellation"
Orama Luxury Apartments,https://www.booking.com/hotel/gr/orama-luxury-apartments.en-gb.html,€ 125,Scored 9.8 9.8 Exceptional 48 reviews,Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 58 m² 2 double beds Only 2 left at this price on our site
Odyseia Apts I at the center of the City & Old Town,https://www.booking.com/hotel/gr/odyseia-apts-i-at-the-center-of-city-amp-old-town.en-gb.html,€ 78,Scored 7.9 7.9 Good 142 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 67 m² 3 beds (1 double, 2 sofa beds)"
Vasiliki house,https://www.booking.com/hotel/gr/dream-vacation-in-beautifully-hania.en-gb.html,€ 170,,"Two-Bedroom House Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 90 m² 3 beds (1 double, 1 sofa bed, 1 large double)"
Chania Luxury Apartments,https://www.booking.com/hotel/gr/chania-luxury-apartment-khania.en-gb.html,€ 58,Scored 7.9 7.9 Good 65 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 90 m² 5 beds (2 singles, 1 double, 2 sofa beds) Only 2 left at this price on our site"
Ruby Luxury Suites,https://www.booking.com/hotel/gr/ruby-luxury-suites.en-gb.html,€ 93,Scored 9.7 9.7 Exceptional 656 reviews,"Deluxe Suite Private suite • 1 bedroom • 1 living room • 1 bathroom • 55 m² 2 beds (1 sofa bed, 1 large double) Only 1 left at this price on our site"
Salavantes House,https://www.booking.com/hotel/gr/salavantes-house.en-gb.html,€ 68,Scored 9.2 9.2 Superb 25 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 45 m² 2 beds (1 double, 1 sofa bed) Free cancellation"
Salavantinas House,https://www.booking.com/hotel/gr/salavantinas-house.en-gb.html,€ 68,Scored 8.2 8.2 Very good 9 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 39 m² 2 beds (1 double, 1 sofa bed) Free cancellation"
Odyseia Apts ΙI at the Center of the City & Old Town,https://www.booking.com/hotel/gr/odyseia-apts-ii-at-the-center-of-the-city-amp-old-city.en-gb.html,€ 79,Scored 8.2 8.2 Very good 142 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 67 m² 4 beds (1 single, 1 sofa bed, 2 large doubles)"
"Avra & Ostria Villa, Pirgos-Villas,Heated pool , amazing sea view",https://www.booking.com/hotel/gr/pirgos-villas-avra-amp-ostria-villa-heated-pool-amazing-sea-view.en-gb.html,€ 765,,"Deluxe Villa Entire villa • 4 bedrooms • 5 bathrooms • 1 kitchen • 250 m² 6 beds (4 singles, 1 double, 1 large double) Only 1 left at this price on our site"
Corissia Beach hotel,https://www.booking.com/hotel/gr/corissia-beach-khania1.en-gb.html,€ 119,Scored 8.6 8.6 Fabulous 24 reviews,Standard Double Room 1 large double bed Breakfast included Only 5 rooms left at this price on our site
Riviera Suites,https://www.booking.com/hotel/gr/riviera-suites.en-gb.html,€ 165,Scored 9.5 9.5 Exceptional 232 reviews,"Junior Suite with Sea View Private suite • 1 bedroom • 1 living room • 1 bathroom • 30 m² 2 beds (1 sofa bed, 1 large double) Only 1 left at this price on our site"
Palazzo di Irene,https://www.booking.com/hotel/gr/palazzo-di-irene-chania.en-gb.html,€ 113,Scored 9.5 9.5 Exceptional 548 reviews,Junior Suite with Sauna Private suite 1 large double bed Free cancellation Only 1 left at this price on our site
Oniros Residenza Vecchia,https://www.booking.com/hotel/gr/oniros-residenza-vecchia-chania.en-gb.html,€ 218,Scored 9.6 9.6 Exceptional 31 reviews,"Junior Suite Private suite • 1 bedroom • 1 living room • 1 bathroom • 50 m² 2 beds (1 sofa bed, 1 large double) Only 1 left at this price on our site"
Elia Erato,https://www.booking.com/hotel/gr/elia-erato.en-gb.html,€ 115,Scored 8.4 8.4 Very good 160 reviews,"Maisonette Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 29 m² 2 beds (1 sofa bed, 1 large double) Only 1 left at this price on our site"
Souda Plaza Collection,https://www.booking.com/hotel/gr/souda-plaza-collection.en-gb.html,€ 92,Scored 9.2 9.2 Superb 74 reviews,Deluxe Double Room with Side Sea View 2 single beds Free cancellation Only 1 room left at this price on our site
Pink House,https://www.booking.com/hotel/gr/pink-house-palaiokhora-khania.en-gb.html,€ 58,Scored 9.0 9.0 Superb 19 reviews,One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 40 m² 1 large double bed
Perla Coco Jacuzzi Suites,https://www.booking.com/hotel/gr/perla-collection.en-gb.html,€ 126,Scored 9.5 9.5 Exceptional 123 reviews,Junior Suite Private suite 1 large double bed Free cancellation Only 1 left at this price on our site
West Crete House,https://www.booking.com/hotel/gr/west-crete-house.en-gb.html,€ 108,Scored 8.4 8.4 Very good 21 reviews,"One-Bedroom House Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 46 m² 2 beds (1 double, 1 sofa bed) Only 1 left at this price on our site"
Annassa Experience Villa 2' walk from Almyrida beach,https://www.booking.com/hotel/gr/villa-annassa-almyrida.en-gb.html,€ 607,Scored 9.6 9.6 Exceptional 8 reviews,"Villa Entire villa • 6 bedrooms • 6 bathrooms • 1 kitchen • 200 m² 7 beds (2 singles, 5 large doubles) Free cancellation"
El Platanias,https://www.booking.com/hotel/gr/el-platanias.en-gb.html,€ 173,Scored 9.1 9.1 Superb 29 reviews,One-Bedroom Villa Entire villa • 1 bedroom • 1 bathroom • 1 kitchen • 80 m² 1 double bed Only 1 left at this price on our site
"Villa Harriet Maria with pool and ocean view Kolimbari, Chania",https://www.booking.com/hotel/gr/villa-with-pool-and-ocean-wiews-kolimbari-chania.en-gb.html,€ 439,Scored 9.6 9.6 Exceptional 6 reviews,"Three-Bedroom Villa Entire villa • 3 bedrooms • 1 bathroom • 1 kitchen • 105 m² 3 beds (2 extra-large doubles, 1 large double)"
"The Chania Hotel Crete, Vignette Collection",https://www.booking.com/hotel/gr/vignette-collection-the-chania-hotel-crete.en-gb.html,€ 162,"Scored 9.3 9.3 Superb 1,000 reviews",Cosy Queen Room 1 large double bed Only 7 rooms left at this price on our site
VILLA BLUE VEDERE,https://www.booking.com/hotel/gr/villa-blue-vedere.en-gb.html,€ 240,Scored 9.7 9.7 Exceptional 31 reviews,"Two-Bedroom Villa Entire villa • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 90 m² 5 beds (2 singles, 1 double, 2 sofa beds)"
Dominic Chania 3 Room Apartment,https://www.booking.com/hotel/gr/dominic-apartment.en-gb.html,€ 65,Scored 7.4 7.4 Good 41 reviews,One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 48 m² 1 double bed
Samonas - Red villa Fliskouni,https://www.booking.com/hotel/gr/samonas-red-villa-fliskouni.en-gb.html,€ 174,Scored 9.8 9.8 Exceptional 5 reviews,"One-Bedroom House Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 95 m² 2 beds (1 double, 1 sofa bed)"
Hippie City Hostel,https://www.booking.com/hotel/gr/hppie-cyti-hostel.en-gb.html,€ 15,Scored 8.3 8.3 Very good 816 reviews,Bed in 12-Bed Mixed Dormitory Room Bed in dormitory 1 single bed
Summer mood,https://www.booking.com/hotel/gr/omorphos-khoros-me-aule-khania.en-gb.html,€ 68,Scored 9.6 9.6 Exceptional 24 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35 m² 2 beds (1 double, 1 sofa bed)"
Samonas - Green villa Faskomilia,https://www.booking.com/hotel/gr/samonas-green-villa-faskomilia.en-gb.html,€ 188,Scored 9.8 9.8 Exceptional 6 reviews,"One-Bedroom House Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 95 m² 2 beds (1 double, 1 sofa bed)"
Samonas - Orange villa Diktamos,https://www.booking.com/hotel/gr/samonas-orange-villa-diktamos.en-gb.html,€ 157,Scored 10 10 Exceptional 1 review,"One-Bedroom House Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65 m² 3 beds (1 double, 2 sofa beds) No prepayment needed – pay at the property"
Samonas - Blue villa Mantzourana,https://www.booking.com/hotel/gr/samonas-blue-villa-mantzourana.en-gb.html,€ 148,Scored 8.0 8.0 Very good 1 review,"One-Bedroom House Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55 m² 3 beds (1 double, 2 sofa beds) No prepayment needed – pay at the property"
Beautiful Life Rooms with Sea View - Next to Elafonisi Beach,https://www.booking.com/hotel/gr/apartments-next-to-elafonisi-beach.en-gb.html,€ 88,Scored 8.8 8.8 Fabulous 193 reviews,Apartment with Sea View Entire apartment • 1 bedroom • 1 bathroom • 25 m² 1 double bed Only 1 left at this price on our site
Villa Jokasta & Erato,https://www.booking.com/hotel/gr/villa-jokasti.en-gb.html,€ 288,Scored 8.9 8.9 Fabulous 64 reviews,"Three-Bedroom Villa Entire villa • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 100 m² 5 beds (4 singles, 1 double) Only 2 left at this price on our site"
Emeli Suites,https://www.booking.com/hotel/gr/emeli-suites.en-gb.html,€ 109,Scored 9.8 9.8 Exceptional 98 reviews,"Suite with Garden View Private suite • 1 bedroom • 1 living room • 1 bathroom • 31 m² 2 beds (1 sofa bed, 1 large double) Free cancellation Only 1 left at this price on our site"
Casbah Boutique Hotel,https://www.booking.com/hotel/gr/fragedis.en-gb.html,€ 102,Scored 9.3 9.3 Superb 188 reviews,Deluxe Double Room with Balcony 1 large double bed Only 1 room left at this price on our site
villa archontiko ASKYFOU SFAKIA,https://www.booking.com/hotel/gr/villa-archontiko.en-gb.html,€ 375,Scored 9.8 9.8 Exceptional 10 reviews,"Villa Entire villa • 4 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 123 m² 4 beds (3 doubles, 1 large double)"
Garden House,https://www.booking.com/hotel/gr/garden-house-chora-sfakion.en-gb.html,€ 54,Scored 8.5 8.5 Very good 449 reviews,Twin Room with Sea View 1 double bed Free cancellation Only 1 room left at this price on our site
SMAROULA,https://www.booking.com/hotel/gr/smaroula-chania.en-gb.html,€ 62,Scored 8.4 8.4 Very good 354 reviews,"Deluxe Triple Room 2 beds (1 single, 1 large double) Only 1 room left at this price on our site"
AZADE Chania,https://www.booking.com/hotel/gr/azade-chania-chania1234.en-gb.html,€ 259,Scored 9.7 9.7 Exceptional 151 reviews,"One-Bedroom Suite Private suite 2 beds (1 sofa bed, 1 large double) Breakfast included Only 1 left at this price on our site"
Mylos Seaside Experience,https://www.booking.com/hotel/gr/mylos-seaside-experience-fragkokastello.en-gb.html,€ 83,Scored 9.3 9.3 Superb 94 reviews,Twin Room with Sea View 2 single beds Free cancellation Only 2 rooms left at this price on our site
Summer Beach Hotel,https://www.booking.com/hotel/gr/summer-beach-georgioupoli.en-gb.html,€ 127,Scored 8.8 8.8 Fabulous 7 reviews,"Superior Double Room 2 beds (1 single, 1 large double) Breakfast included Free cancellation No prepayment needed – pay at the property Only 6 rooms left at this price on our site"
Mouri Village,https://www.booking.com/hotel/gr/mouri-village-mouri-kisamos1234567891011121314151617.en-gb.html,€ 102,Scored 7.9 7.9 Good 10 reviews,"One-Bedroom House Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65 m² 2 beds (1 double, 1 sofa bed)"
Mari Helen,https://www.booking.com/hotel/gr/mari-helen.en-gb.html,€ 79,Scored 9.4 9.4 Superb 31 reviews,One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 35 m² 1 double bed Only 1 left at this price on our site
New Boutique Venetian apartments - La Casa Nove,https://www.booking.com/hotel/gr/la-casa-nove-new-boutique-venetian-apartments.en-gb.html,€ 130,Scored 8.0 8.0 Very good 1 review,"One-Bedroom Apartment Ground Floor Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 30 m² 2 beds (1 sofa bed, 1 large double) Only 1 left at this price on our site"
Laurel Heights Apartment,https://www.booking.com/hotel/gr/laurel-heights-apartment.en-gb.html,€ 332,Scored 9.4 9.4 Superb 5 reviews,"Three-Bedroom Apartment Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120 m² 4 beds (2 singles, 2 doubles)"
Central,https://www.booking.com/hotel/gr/central-khania1.en-gb.html,€ 67,Scored 7.8 7.8 Good 50 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35 m² 3 beds (2 sofa beds, 1 large double) Free cancellation Only 2 left at this price on our site"
Villa Lakki's Ori,https://www.booking.com/hotel/gr/villa-lakkis-ori.en-gb.html,€ 150,Scored 9.6 9.6 Exceptional 34 reviews,"Three-Bedroom Villa Entire villa • 3 bedrooms • 2 bathrooms • 1 kitchen • 140 m² 4 beds (2 singles, 2 large doubles)"
Dinas's Cottage Ideal Base for Balos and Elafonisi,https://www.booking.com/hotel/gr/dinas-cottage-near-balos-and-elafonisi.en-gb.html,€ 113,Scored 9.9 9.9 Exceptional 9 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 90 m² 5 beds (2 singles, 2 sofa beds, 1 large double) Free cancellation"
Mansion D,https://www.booking.com/hotel/gr/mansion-d.en-gb.html,€ 257,Scored 9.7 9.7 Exceptional 34 reviews,"Three-Bedroom Villa Entire villa • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 190 m² 6 beds (2 singles, 2 sofa beds, 2 large doubles) Free cancellation"
Hotel Elman,https://www.booking.com/hotel/gr/elman-chania.en-gb.html,€ 67,Scored 9.0 9.0 Superb 84 reviews,"Double Room with Balcony 2 beds (1 extra-large double, 1 sofa bed) Only 1 room left at this price on our site"
Sunrise Apartment 2,https://www.booking.com/hotel/gr/sunrise-apartment-2.en-gb.html,€ 77,Scored 9.4 9.4 Superb 94 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 42 m² 2 beds (1 double, 1 sofa bed)"
Aphrodite View,https://www.booking.com/hotel/gr/aphrodite-view.en-gb.html,€ 151,Scored 10 10 Exceptional 23 reviews,One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55 m² 1 large double bed Free cancellation Only 1 left at this price on our site
Cozy Home (close to the beach),https://www.booking.com/hotel/gr/cozy-home-close-to-the-beach.en-gb.html,€ 68,Scored 9.7 9.7 Exceptional 42 reviews,"One-Bedroom House Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50 m² 2 beds (1 double, 1 sofa bed) Free cancellation"
Urban Residences Chania,https://www.booking.com/hotel/gr/urban-residences-chania.en-gb.html,€ 120,Scored 8.8 8.8 Fabulous 216 reviews,"Apartment - Ground Floor Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 43 m² 2 beds (1 double, 1 sofa bed) Free cancellation Only 1 left at this price on our site"
Afrodite's House-Restaurated Oil Factory,https://www.booking.com/hotel/gr/afrodites-house-restaurated-oil-factory.en-gb.html,€ 95,Scored 9.5 9.5 Exceptional 18 reviews,"Two-Bedroom House Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 65 m² 4 beds (2 doubles, 2 sofa beds) Free cancellation"
Agia Roumeli APARTMENT,https://www.booking.com/hotel/gr/agia-roumeli-apartment.en-gb.html,€ 70,Scored 9.5 9.5 Exceptional 16 reviews,Apartment - Ground Floor Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25 m² 1 large double bed Free cancellation No prepayment needed – pay at the property
New Cozy Chic Apt-Ryfete Luxury Living,https://www.booking.com/hotel/gr/new-cozy-chic-apt-ryfete-luxury-living.en-gb.html,€ 178,Scored 9.3 9.3 Superb 45 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45 m² 2 beds (1 double, 1 sofa bed) Free cancellation"
Hotel Agia Roumeli by the SEA,https://www.booking.com/hotel/gr/agia-roumeli-by-the-sea.en-gb.html,€ 113,Scored 9.4 9.4 Superb 43 reviews,Suite with Sea View Private suite 1 extra-large double bed Breakfast included Free cancellation No prepayment needed – pay at the property
Belle Verte City Chania,https://www.booking.com/hotel/gr/anastazia-39-s-belle-verte-chania.en-gb.html,€ 119,Scored 9.7 9.7 Exceptional 49 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 61 m² 3 beds (1 double, 2 sofa beds)"
Captain Michalis Apartments - 750m from Kalamaki Beach,https://www.booking.com/hotel/gr/captain-mihalis-galatas.en-gb.html,€ 72,Scored 7.2 7.2 Good 26 reviews,"Apartment with Sea View Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 40 m² 2 beds (1 double, 1 sofa bed) Free cancellation Only 1 left at this price on our site"
Chania dream apartment,https://www.booking.com/hotel/gr/chania-dream-apartment.en-gb.html,€ 124,Scored 9.6 9.6 Exceptional 68 reviews,Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 85 m² 2 double beds
Vryses Crete-Village Vibes,https://www.booking.com/hotel/gr/village-vibes.en-gb.html,€ 87,Scored 8.8 8.8 Fabulous 71 reviews,"Deluxe Studio Entire studio • 1 bathroom • 1 kitchen • 40 m² 3 beds (1 single, 1 double, 1 sofa bed) Only 2 left at this price on our site"
Casa Nostos,https://www.booking.com/hotel/gr/casa-nostos-chania1.en-gb.html,€ 112,Scored 9.6 9.6 Exceptional 136 reviews,"Deluxe Double Room (2 Adults + 1 Child) 2 beds (1 sofa bed, 1 large double) No prepayment needed – pay at the property Only 2 rooms left at this price on our site"
The Authentic Village Boutique Hotel,https://www.booking.com/hotel/gr/authentic-village.en-gb.html,€ 107,Scored 9.7 9.7 Exceptional 683 reviews,Double Room with Garden View 1 large double bed Only 2 rooms left at this price on our site
KOYNTOYRA ROOMS,https://www.booking.com/hotel/gr/koyntoyra-rooms-khania.en-gb.html,€ 46,Scored 9.0 9.0 Superb 264 reviews,"Triple Room with Mountain View 2 beds (1 single, 1 double) Only 1 room left at this price on our site"
Gonis Grand Luxury Suite,https://www.booking.com/hotel/gr/gonis-grand-luxury-suite.en-gb.html,€ 232,Scored 9.2 9.2 Superb 18 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 100 m² 4 beds (2 sofa beds, 2 large doubles)"
Cretan fleur apartments,https://www.booking.com/hotel/gr/cretan-fleur-apartments.en-gb.html,€ 101,Scored 9.3 9.3 Superb 84 reviews,Ground Floor Studio with Sea View Entire studio • 1 bathroom • 1 kitchen • 45 m² Multiple bed types Free cancellation Only 1 left at this price on our site
Villa Iannis in Almyrida slechts 350m van het Strand - Auto huren niet nodig - Gratis Samariakloof,https://www.booking.com/hotel/gr/villa-iannis-in-almyrida-only-350m-from-beach-book-now-2021.en-gb.html,€ 183,Scored 9.3 9.3 Superb 3 reviews,"Three-Bedroom Villa Entire villa • 3 bedrooms • 2 bathrooms • 1 kitchen • 190 m² 5 beds (2 singles, 1 extra-large double, 2 sofa beds)"
Houmas Apartments,https://www.booking.com/hotel/gr/houmas-apartments.en-gb.html,€ 77,Scored 9.6 9.6 Exceptional 165 reviews,"Apartment with Sea View Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 33 m² 2 beds (1 single, 1 large double) Only 4 left at this price on our site"
Villa Anastasia Kalyves,https://www.booking.com/hotel/gr/villa-anastasia-kalyves-kalubes.en-gb.html,€ 227,Scored 9.8 9.8 Exceptional 19 reviews,"Villa Entire villa • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 180 m² 6 beds (5 singles, 1 double)"
Olivia,https://www.booking.com/hotel/gr/olivia-chania.en-gb.html,€ 73,Scored 9.4 9.4 Superb 92 reviews,One-Bedroom House Entire holiday home • 1 bedroom • 1 bathroom • 1 kitchen • 35 m² 1 double bed Free cancellation
Minos Country Living Apartments,https://www.booking.com/hotel/gr/minos-country-living-apartments.en-gb.html,€ 74,Scored 8.7 8.7 Fabulous 299 reviews,Studio - Disability Access Entire studio • 1 bathroom • 27 m² 1 double bed Only 1 left at this price on our site
Menelaos Apartments,https://www.booking.com/hotel/gr/menelaos-apartments-daratsos.en-gb.html,€ 53,Scored 9.6 9.6 Exceptional 73 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 45 m² 3 beds (2 singles, 1 sofa bed)"
Canna Villa,https://www.booking.com/hotel/gr/villa-canna.en-gb.html,€ 170,Scored 8.5 8.5 Very good 16 reviews,"Villa with Private Pool Entire villa • 1 bedroom • 1 living room • 1 bathroom • 55 m² 2 beds (1 double, 1 sofa bed) Free cancellation"
Argilos Apartments,https://www.booking.com/hotel/gr/argilos-apartments.en-gb.html,€ 99,Scored 8.5 8.5 Very good 21 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55 m² 2 beds (1 double, 1 sofa bed) Only 2 left at this price on our site"
Traditional Crete Villa Villa Blue Mantzourana Stunning Views 1 Bedroom Samonas,https://www.booking.com/hotel/gr/traditional-crete-villa-villa-blue-mantzourana-stunning-views-1-bedroom-samonas.en-gb.html,€ 188,,"One-Bedroom Villa Entire villa • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 150 m² 2 beds (1 double, 1 sofa bed)"
Samonas Traditional Villas Purple Villa Malotira - 85M² Maisonette,https://www.booking.com/hotel/gr/traditional-crete-villa-villa-purple-malotira-stunning-views-1-bedroom-samonas.en-gb.html,€ 990,,"One-Bedroom Villa Entire villa • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 150 m² 2 beds (1 double, 1 sofa bed)"
Samonas Traditional Villas Orange Villa Diktamos - 65M2 Maisonette,https://www.booking.com/hotel/gr/traditional-crete-villa-villa-orange-diktamos-stunning-views-1-bedroom-samonas.en-gb.html,€ 950,,"One-Bedroom Villa Entire villa • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 150 m² 2 beds (1 double, 1 sofa bed)"
Samonas Traditional Villas Green Villa Faskomilia - 75M² Maisonette,https://www.booking.com/hotel/gr/traditional-crete-villa-villa-green-faskomilia-stunning-views-1-bedroom-samonas.en-gb.html,€ 975,,"One-Bedroom Villa Entire villa • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 150 m² 2 beds (1 double, 1 sofa bed)"
Anopoli Rooms,https://www.booking.com/hotel/gr/anopoli-rooms.en-gb.html,€ 62,Scored 9.6 9.6 Exceptional 216 reviews,Quadruple Room 4 single beds No prepayment needed – pay at the property Only 4 rooms left at this price on our site
Galini Apartment's-Suites,https://www.booking.com/hotel/gr/galini-apartment-39-s.en-gb.html,€ 57,Scored 9.6 9.6 Exceptional 133 reviews,"Triple Room with Balcony 2 beds (1 double, 1 sofa bed) Only 1 room left at this price on our site"
Libyan Sunrise,https://www.booking.com/hotel/gr/galaxy-rooms-khania.en-gb.html,€ 63,Scored 9.1 9.1 Superb 296 reviews,"Triple Room 2 beds (1 single, 1 extra-large double) Free cancellation No prepayment needed – pay at the property Only 1 room left at this price on our site"
